"No.","Date","Genre","Bibl","Hit"
"34","1994-08-25","Gesprochene Sprache","Das Literarische Quartett vom 25. August 1994","__speaker__135 Es ist so : Babel ist herrliche Literatur , der Botho Strauß ist schwache , schlechte Literatur , und das ist gar keine Literatur ."
"35","1994-04-26","Gesprochene Sprache","Interview IS054A, Projekt ""Emigrantendeutsch in Israel"" von Anne Betten, Germanistik Univ. Salzburg, Ramat Chen, 1994","__speaker__681 In jeder Hinsicht , ja , also , ich meine also herrliche Bauten jetzt , ja , und für Museen wird Geld ausgegeben , äh und auch die Museensbauten , auch wenn sie manchmal häßlich sind , auch wenn sie neu sind , aber äh man sieht im Theater und so , also wir waren äh ich war seit neunzehnhundertvierundfünfzig jedes zweite Jahr in Deutschland und von neunzehnhundert äh zweiundsiebzig ab jedes Jahr fast , ja ."
"36","1994-04-25","Gesprochene Sprache","Interview IS043A, Projekt ""Emigrantendeutsch in Israel"" von Anne Betten, Germanistik Univ. Salzburg, Jerusalem, 1994","__speaker__677 Der sprach ein herrliches Hebräisch und ein leichtes Hebräisch , der äh äh er war Russe , war der einzige , der kein Jekke war und äh ein wunderbares Hebräisch , und das war sowohl Geschichtsunterricht wie Iwritunterricht für mich ."
"37","1994-04-25","Gesprochene Sprache","Interview IS043A, Projekt ""Emigrantendeutsch in Israel"" von Anne Betten, Germanistik Univ. Salzburg, Jerusalem, 1994","__speaker__677 Der eine ist Künstler , ist Juwelier , hat hier in Jerusalem eine herrliche , ein ganz winziges kleines äh Studio für für Schmuck , Schmuckdesigner , und äh der Ring da von Betti ist von ihm , und der und der äh und die äh eine Tochter von meinem Bruder ist auch künstlerisch sehr begabt und ist Grafikerin und sehr begabt , und äh die Kinder von beiden neigen sehr zu Kunstsachen ."
"38","1994-03-31","Gesprochene Sprache","Das Literarische Quartett vom 31. März 1994","__speaker__141 Das Einzige , was er sagt , Terborch hat prächtige Bilder gemalt , herrliche Frauen in prunkvollen Gewändern , aber er kannte auch die Armut ."
"39","1994-03-31","Gesprochene Sprache","Das Literarische Quartett vom 31. März 1994","__speaker__135 Hören Sie mal zu , es gibt einen herrlichen Satz , zu meinem Leidwesen kann ich nicht sagen , von wem ."
"40","1993-12-12","Gesprochene Sprache","Das Literarische Quartett vom 12. Dezember 1993","__speaker__135 Es ist ein herrliches Buch. Ich habe mich in das Buch verliebt ."
"41","1993-10-21","Gesprochene Sprache","Das Literarische Quartett vom 21. Oktober 1993","__speaker__135 Es ist nicht das beste russische Buch. Ein solches frühes Buch von Nabokov wie Maschenka , ein herrlicher , ganz früher Roman , ist literarisch , künstlerisch viel bedeutender als diese mühselige Darstellung der Laufbahn eines Dichters , die doch immer ein bisschen kleinlich geschrieben ist ."
"42","1993-03-18","Gesprochene Sprache","Das Literarische Quartett vom 18. März 1993","__speaker__135 Ich finde es eine herrliche Geschichte , eine Parabel von der Liebe und von der Vergänglichkeit des Lebens ."
"43","1993-03-18","Gesprochene Sprache","Das Literarische Quartett vom 18. März 1993","__speaker__135 __speaker__135 Nein , das ist eine herrliche Geschichte ."
"44","1991-02-18","Gesprochene Sprache","Das Literarische Quartett vom 18. Februar 1991","__speaker__135 Es gibt herrliche Gedichte über dieses Thema ."
"45","1990-10-01","Gesprochene Sprache","Das Literarische Quartett vom 1. Oktober 1990","__speaker__135 Harig zeigt : Es war eine herrliche Zeit , ich war glücklich in der HJ ."
"46","1990-02-12","Gesprochene Sprache","Das Literarische Quartett vom 12. Februar 1990","__speaker__135 Es war ein zutiefst politischer Grund , der sie in den Augen sehr vieler - __speaker__135 Es gibt ja das schöne Wort , das der Höpcke verwendet hat unter anderem , die DDR sei so ein » herrliches Leseland « . Es ist doch eine Kleinigkeit , aus der Bundesrepublik ein Leseland zu machen ."
"47","1989-10-02","Gesprochene Sprache","Interview IS037A, Projekt ""Emigrantendeutsch in Israel"" von Anne Betten, Germanistik Univ. Salzburg, Jerusalem, 1989","__speaker__674 Er hatte eine herrliche Handschrift , und äh sein Boss hat mal gesagt , wenn ein Kunde reinkommt und er will ein äh Kinderwagen kaufen und er geht raus mit einem Kinderwagen , dann bist du kein guter Verkäufer , wenn er rausgeht mit nem Auto gekauft , dann bist du ein guter Verkäufer . Nein , wir hatten ein Schuhgeschäft ."
"48","1989-09-28","Gesprochene Sprache","Interview IS001A, Projekt ""Emigrantendeutsch in Israel"" von Anne Betten, Germanistik Univ. Salzburg, Netanja, 1989","__speaker__684 Wenn man ihn gefragt hat , da sagt er , meine Eltern waren Seeräuber , ja KH Ein völlig assimilierter Jude , ein herrlicher Mensch , nicht wahr ?"
"49","1989-09-28","Gesprochene Sprache","Interview IS001A, Projekt ""Emigrantendeutsch in Israel"" von Anne Betten, Germanistik Univ. Salzburg, Netanja, 1989","__speaker__684 War ein herrlicher Mensch , der äh damals haben sich getroffen Churchill und noch de Gaulle , oder ich weiß nicht wer , haben sich getroffen ."
"50","1989-09-28","Gesprochene Sprache","Interview IS001A, Projekt ""Emigrantendeutsch in Israel"" von Anne Betten, Germanistik Univ. Salzburg, Netanja, 1989","__speaker__684 Bne Akiwa ist eine herrliche ä Organisation , nicht wahr , die äh lernen , Gesetze halten , aber zugleich die Armee und äh immer wieder sagen die Kommandanten , ein Teil von den Kommandanten , daß es großartige Soldaten sind ."
"51","1988-12-16","Gesprochene Sprache","Das Literarische Quartett vom 16. Dezember 1988","__speaker__135 Er hat dieses herrliche Buch geschrieben , diese wunderbaren Essays über Schriftsteller ."
"52","1988-09-30","Gesprochene Sprache","Das Literarische Quartett vom 30. September 1988","__speaker__137 Und ich finde das von einer herrlichen Ironie , dass ein Mann mit der Erwartung auf ein Zimmer kommt , mit zwei Frauen zu schlafen - und was erlebt er ?"
"53","1988-09-30","Gesprochene Sprache","Das Literarische Quartett vom 30. September 1988","__speaker__135 Es hat eine Sache : In diesem Buch haben wir dieses herrliche Kapitel , Eröffnung des Stadions , Rede des Ovid über die Pest auf Ägina und was dann nachher passiert ."
"54","1988-03-25","Gesprochene Sprache","Das Literarische Quartett vom 25. März 1988","__speaker__135 __speaker__135 Bei Goethe bin ich bereit , 56 oder 76 herrliche Gedichte zu finden , und bei Heine 16 oder 26. Das mit den sechsen stimmt nicht , auch bei Benn würde ich noch acht bis neun Gedichte wunderbar finden ."
"55","1955-10-28","Gesprochene Sprache","81. Sitzung des Nationalrates der Republik Österreich. VII. Gesetzgebungsperiode. Freitag, 28. Oktober 1955","__speaker__693 Soeben hat noch der Landeshauptmann von Steiermark auf der Befreiungsfeier eine herrliche Rede über das gegenseitige Einsperren und Enteignen der politischen Gegner und von der notwendigen echten Versöhnung gehalten ."
"56","1950-05-26","Gesprochene Sprache","o.A., Jugendliche vor dem RIAS-Mikrofon, 26.05.1950","__speaker__0 Und vor allem die vergifteten Apfelsinen haben wir auch noch nicht zu sehen gekriegt , mit denen wir beworfen werden sollen , Hingegen den herrlichen Kuchen , den wir gar nicht mehr essen können , weil scheinbar so sehr viel Fett da drin ist , ja , und der schöne Bohnenkaffee , der uns auch son bißchen wieder auffrischt und aufregt vielleicht auch , ja ."
"57","1947-12-15","Gesprochene Sprache","69. Sitzung des Nationalrates der Republik Österreich. V. Gesetzgebungsperiode.  Montag, 15. Dezember 1947","__speaker__749 Wir haben ein herrliches Land , das auch ein Fremdenverkehrsland ersten Ranges ist ."
"58","1943-07-30","Gesprochene Sprache","o.A., Kundgebung anlässlich des 6. Reichswettkampfes der Marine-HJ in Stralsund, 30.07.1943","__speaker__207 Wir sind so froh darüber , dass in der Gegenwart die Kraft unserer Nation vor allem auch besteht in der Einheit zwischen unserer stolzen Wehrmacht und unserer herrlichen Bewegung ."
"59","1941-12-17","Gesprochene Sprache","o.A., Tagung der Südosteuropa-Gesellschaft in Prag, 17.12.1941","__speaker__202 Diese herrliche deutsche Stadt ist allen Kindern unserer Nation so teuer , dass wir unablässlich zu ihr hinströmen möchten , um sie unseres Stolzes und unserer Liebe immer aufs neue zu versichern ."
"60","1940-12-10","Gesprochene Sprache","o.A., Ansprache Alfred Rosenbergs in Breslau, 10.12.1940","__speaker__218 Wenn nun irgendwo inmitten sozialer Krisen neue Bewegungen aufstehen und jene Probleme lösen , die die Demokratie mit allen ihren Volkswirtschaftslehren und herrlichen Prinzipien zu lösen nicht imstande ist , dann bedeutet das zweifellos eine Gefahr für jene Politiker , die auf Grund bestimmter Lehren und Doktrinen zu ihrer politischen Macht gelangt sind ."
"61","1940-10-26","Gesprochene Sprache","o.A., Staatsakt zum Jahrestag der Gründung des Generalgouvernements, 26.10.1940","[...]__speaker__220EsistfürunshiereineganzbesondereFreudeundAuszeichnung,dassderFührerdasReichunddieBewegungdurchhervorragendeMännerAnteilanunseremheutigenFesttagenehmen,dassdieReichsregierung,vertretendurchdenHerrnReichsinnenministerFrick,durchdenHerrnReichsarbeitsministerSeldte,durchdenHerrnChefderPräsidialkanzleidesFührers,HerrnMinisterMeißner,hierpersönlichvertretenist;dassunsereherrlicheBewegungdurchdieReichsleiterLutze,Hühnleinvertretenist,dassdieVertretungdesReichsführersderSS,dererstheuteMittageintreffenkann,GeneralDaluege,unseralterParteigenosse,hiererschienenist. [...]"
"62","1940-10-26","Gesprochene Sprache","o.A., Staatsakt zum Jahrestag der Gründung des Generalgouvernements, 26.10.1940","__speaker__220 Über allem steht hierbei dieser herrliche Gedanke an unser Großdeutsches Reich , an diese herrliche Schöpfung des Führers ."
"63","1940-10-26","Gesprochene Sprache","o.A., Staatsakt zum Jahrestag der Gründung des Generalgouvernements, 26.10.1940","__speaker__220 Über allem steht hierbei dieser herrliche Gedanke an unser Großdeutsches Reich , an diese herrliche Schöpfung des Führers ."
"64","1940-10-26","Gesprochene Sprache","o.A., Staatsakt zum Jahrestag der Gründung des Generalgouvernements, 26.10.1940","__speaker__220 Wo wurde der Nationalstolz , der hier in diesem Gebiete uns Deutschen notwendig ist , elementarer zum Ausdruck gebracht , als in unserer herrlichen Bewegung ?"
"65","1940-10-05","Gesprochene Sprache","o.A., Kundgebung in Warschau anlässlich der Eröffnung des Kriegswinterhilfswerks 1940/41 im Generalgouvernement, 05.10.1940","__speaker__220 Deutsche in diesem Raume klingt in Euch nicht das herrlichste Erlebnis bei dem Gedanken an den Führer ?"
"66","1940-10-05","Gesprochene Sprache","o.A., Kundgebung in Warschau anlässlich der Eröffnung des Kriegswinterhilfswerks 1940/41 im Generalgouvernement, 05.10.1940","__speaker__220 Es ist ( dazwischen Beifall ) so , er hat die Bewegung aufgebaut , diese herrliche Nationalsozialistische Deutsche Arbeiterpartei , dieses grandiose politische Instrument , das ohne Vorbild und ohne jedes Beispiel in der Geschichte das kühnste Unternehmen weltanschaulichen Ringens darstellt , das jemals begonnen wurde ."
"67","1940-10-05","Gesprochene Sprache","o.A., Kundgebung in Warschau anlässlich der Eröffnung des Kriegswinterhilfswerks 1940/41 im Generalgouvernement, 05.10.1940","__speaker__220 Wir wollen nicht rechten und wir wollen auch nicht richten ; denn der große herrliche Gesinnungstod des deutschen Volkes ist überwältigend , dass es keine Schwächen gibt ."
"68","1940-09-01","Gesprochene Sprache","o.A., Feierstunde in Krakau: Umbenennung des Platzes an den Tuchhallen in Adolf-Hitler-Platz, 01.09.1940","__speaker__200 Wir haben von hier oben , von dem alten Rathausturm einen herrlichen Blick über die Stadt und wenn vor einer Stunde die Ausstellung , , Deutsche Leistung im Weichselraum "" eröffnet wurde , so wissen wir , dass das mehr war als nur eine Ausstellungseröffnung ."
"69","1940-09-01","Gesprochene Sprache","o.A., Feierstunde in Krakau: Umbenennung des Platzes an den Tuchhallen in Adolf-Hitler-Platz, 01.09.1940","__speaker__200 Die Stadt prangt in einem herrlichen Festschmuck ."
"70","1940-09-01","Gesprochene Sprache","o.A., Feierstunde in Krakau: Umbenennung des Platzes an den Tuchhallen in Adolf-Hitler-Platz, 01.09.1940","__speaker__200 Inzwischen ist jetzt hier die Sonne durchgebrochen , es ist ein herrliches Bild , das sich uns bietet ."
"71","1940-06-22","Gesprochene Sprache","o.A., Situationsbericht vor dem Beginn der Waffenstillstandsverhandlungen im Wald von Compiègne, 22.06.1940","__speaker__200 Auf den breiten Fahrstraßen , die durch den herrlichen Wald führen , werden sie an manchen Stellen die großen blauen Schilder gefunden haben mit der Bezeichnung "" Aux monuments commémoratifs de l'Armistice "" : Zu den Erinnerungsmalen des Waffenstillstandes ."
"72","1940-04-19","Gesprochene Sprache","o.A., Großkundgebung der Volksdeutschen auf der Burg in Krakau anlässlich des Geburtstages von Adolf Hitler, 19.04.1940","__speaker__220 In einem unbeschreiblich herrlichen Augenblick der deutschen Geschichte von einem Platz aus , der in seinem steingewordenen Formen die Schönheit des deutschen Ideals in die Ewigkeiten trägt , grüße ich Euch im Namen unseres Führers an dem Vorabend seines Geburtstages ."
"73","1939-06-25","Gesprochene Sprache","o.A., Gau-Appell des Gaues Ostpreußen der NSDAP im Schlosshof zu Königsberg, 25.06.1939","__speaker__210 Mit Stolz und Freude erinnern wir alle uns noch dieses denkwürdigen Gautages 1938 , an dem die ganze ostpreußische Bevölkerung teilnahm und der ein eindruckvolles Bild der Kraft unserer herrlichen Bewegung bot. Drei Monate vorher war die tausendjährige Sehnsucht unseres Volkes in Erfüllung gegangen ."
"74","1939-06-25","Gesprochene Sprache","o.A., Gau-Appell des Gaues Ostpreußen der NSDAP im Schlosshof zu Königsberg, 25.06.1939","__speaker__210 Unbeirrt durch Sturm und Gefahren gehen wir weiter unseren Weg für Adolf Hitler und unser herrliches starkes deutsches Vaterland ."
"75","1939-06-10","Gesprochene Sprache","o.A., Tagebuch des Sieges: Tagebuchaufzeichnungen von Angehörigen der Legion Condor, 10.06.1939","__speaker__194 Fanfarenmusik ) Unter den Klängen eines spanischen Marsches und unter dem Beifall der Spanier , die hier draußen auf dem Bahnhof stehen , unter den freundlichen Zurufen und den zugeworfenen Blumen marschiert Batterie auf Batterie der Flakabteilung vom Bahnhof in Vigo runter in die Stadt , wo wir bereits in hellem lichten Blau von hier aus für einen Augenblick sehen , der Hafen mit dem Wasser schimmert , in dieser herrlichen Stadt , die umgeben ist von den Weinbergen , in ihrer herrlichen schönen Landschaft , mit ihren Farben bis zum dunkelsten Grün ."
"76","1939-06-10","Gesprochene Sprache","o.A., Tagebuch des Sieges: Tagebuchaufzeichnungen von Angehörigen der Legion Condor, 10.06.1939","__speaker__194 Fanfarenmusik ) Unter den Klängen eines spanischen Marsches und unter dem Beifall der Spanier , die hier draußen auf dem Bahnhof stehen , unter den freundlichen Zurufen und den zugeworfenen Blumen marschiert Batterie auf Batterie der Flakabteilung vom Bahnhof in Vigo runter in die Stadt , wo wir bereits in hellem lichten Blau von hier aus für einen Augenblick sehen , der Hafen mit dem Wasser schimmert , in dieser herrlichen Stadt , die umgeben ist von den Weinbergen , in ihrer herrlichen schönen Landschaft , mit ihren Farben bis zum dunkelsten Grün ."
"77","1939-06-03","Gesprochene Sprache","o.A., Reportage vom Kameradschaftsabend zur Ehrung der Legion Condor im Haus der Flieger in Hamburg, 03.06.1939","__speaker__337 Es war für uns eine schwierige Aufgabe , unser gesamtes Gerät nunmehr an die Spanier abzugeben bzw. in die Heimat zurückzuführen , die ganze Legion Condor mit ihren Tausenden von Mannen , mit ihren Tausenden von Kraftfahrzeugen und Flugzeugen abzuwickeln , demobil zu machen und sie nunmehr an , aus dem Inneren des Landes heranzuführen , an den Hafen Viego , um dort nun eingeschifft zu werden auf den herrlichen KdF-Schiffen , in denen wir dann nachher von Viego nach Hamburg fuhren ."
"78","1939-06-03","Gesprochene Sprache","o.A., Reportage vom Kameradschaftsabend zur Ehrung der Legion Condor im Haus der Flieger in Hamburg, 03.06.1939","__speaker__337 Wir wurden eingeschifft und erlebten dann auf einer wunderbaren Fahrt , nicht so wie man sonst es von den Geschichten der Seebären gewöhnt ist , sondern in einer herrlichen Pfingstfahrt eine Rückreise , wie wir sie uns nicht besser träumen konnten ."
"79","1939-06-03","Gesprochene Sprache","o.A., Reportage vom Kameradschaftsabend zur Ehrung der Legion Condor im Haus der Flieger in Hamburg, 03.06.1939","__speaker__337 Wir kamen in Hamburg bei herrlichstem Wetter an und haben , genauso wie auf der Herfahrt nach Hamburg , in Hamburg selbst nachher einen herrlichen Abschluss dieser KdF-Reise auf den wunderbaren Schiffen der KdF-Flotte erlebt ."
"80","1939-01-22","Gesprochene Sprache","o.A., Kundgebung in Prachatitz: Feierliche Eingliederung des Böhmerwaldgebietes in den Gau ""Bayerische Ostmark"" der NSDAP, 22.01.1939","__speaker__387 Heilrufe ) Und nun seid Ihr ein Bestandteil dieses großen und herrlichen Gaues Bayerische Ostmark geworden und damit auch Träger der gesamtdeutschen Aufgabe dieses Grenzgaues ."
"81","1938-12-00","Gesprochene Sprache","o.A., Reportage vom KdF-Schiff ""Wilhelm Gustloff"", 00.12.1938","__speaker__211 Da grüßt uns ein kleiner Passagierdampfer , der sich durch das grünliche Wasser hindurchschlängelt , die Kapelle hat wieder angefangen zu spielen , es ist eine herrliche Stimmung , trotzdem die Freude schon etwas mit Abschiedsschmerz vermischt ist ."
"82","1938-12-00","Gesprochene Sprache","o.A., Reportage vom KdF-Schiff ""Wilhelm Gustloff"", 00.12.1938","__speaker__211 Und dass uns dieser herrliche Morgen hier geschenkt ist , auch herrlich dem Wetter nach , denn wir können es gebrauchen , wir haben verschiedene Regentage auf See gehabt ."
"83","1938-12-00","Gesprochene Sprache","o.A., Reportage vom KdF-Schiff ""Wilhelm Gustloff"", 00.12.1938","__speaker__211 Und dass die Gaue zusammengekommen sind , die verschiedensten Teile Deutschlands treffen sich hier an Bord , sie lernen sich kennen , sie schließen Kameradschaft , sie haben einen Gedankenaustausch und während wir hier nun langsam an diesem herrlichen Morgen in den Hafen von Venedig hineingleiten , wird sich manchem von uns , der hier an Deck ( bricht ab )"
"84","1938-09-07","Gesprochene Sprache","o.A., Ansprachen von Alfred Rosenberg, Erich Hilgenfeldt und Gerhard Wagner auf dem Reichsparteitag der NSDAP, 07.09.1938","__speaker__218 Dieser Tag trat ein im November 1918 . Die deutsche Monarchie sank dahin als der angeblich letzte große Widerstand gegen die Philosophie und gegen das herrschende herrliche Staatsdenken des 19. Jahrhunderts ."
"85","1938-09-07","Gesprochene Sprache","o.A., Ansprachen von Alfred Rosenberg, Erich Hilgenfeldt und Gerhard Wagner auf dem Reichsparteitag der NSDAP, 07.09.1938","__speaker__342 Wien , die herrliche deutsche Stadt an der Donau , ist unter dem rot-schwarzen System zum wahren Ghetto Europas geworden ."
"86","1938-09-03","Gesprochene Sprache","o.A., Eröffnung der Autobahnstrecke Nürnberg - Ingolstadt - Bratshof, 03.09.1938","__speaker__200 Der Plan , der ein Netz dieser herrlichen und einzig in der ganzen Welt dastehenden Straßen über Deutschland ausbreitet ."
"87","1938-05-26","Gesprochene Sprache","o.A., Grundsteinlegung des Volkswagenwerkes bei Fallersleben am Mittellandkanal, 26.05.1938","__speaker__200 Die drei herrlichen , prächtigen Wunderwerke deutscher Technik stehen in strahlendem Sonnenschein hier vor uns ."
"88","1938-03-13","Gesprochene Sprache","o.A., Empfang Adolf Hitlers im Rathaus der Stadt Linz, 13.03.1938","__speaker__367 Er führte über die erschütterndste Niederlage des deutschen Volkes , aber gerade aus ihr erwuchs die große herrliche Idee der unteilbaren Schicksalsgemeinschaft , das Bewusstsein des einen lebendigen Volkes , die Idee des Nationalsozialismus !"
