"No.","Date","Genre","Bibl","Hit"
"16","1998-02-06","Gesprochene Sprache","Das Literarische Quartett vom 6. Februar 1998","__speaker__135 Das ist ein erzählendes Buch , von einem grandiosen Erzähler geschrieben und einem Erzähler , der fabelhaft mit allen Details umgehen kann ."
"17","1997-12-11","Gesprochene Sprache","Das Literarische Quartett vom 11. Dezember 1997","__speaker__135 Er ist völlig singulär als Theaterkritiker , ein Mann mit ungeheurem Witz , sehr pfiffig , sehr witzig , mit einer grandiosen Formulierkraft , in knappen Sätzen kann er eigentlich alles ausdrücken , was er will ."
"18","1997-02-28","Gesprochene Sprache","Das Literarische Quartett vom 28. Februar 1997","__speaker__135 Alles stimmt : Ein virtuos erzählter Roman , eine grandiose Sprache in einem Cockney , diese Alltagssprache der Leute aus einem Vorort südlich von London ."
"19","1996-12-15","Gesprochene Sprache","Das Literarische Quartett vom 15. Dezember 1996","__speaker__137 Dieses Buch ist eine grandiose literarische Leistung für mich ."
"20","1996-12-15","Gesprochene Sprache","Das Literarische Quartett vom 15. Dezember 1996","__speaker__137 Und dies ist ein grandioser Versuch , aus juristischen Worten die amerikanische Wirklichkeit aufzubauen , aus Gerichtsbeschlüssen , aus Plädoyers ."
"21","1996-12-15","Gesprochene Sprache","Das Literarische Quartett vom 15. Dezember 1996","__speaker__136 __speaker__136 Es ist ein wirklich grandioser und natürlich auch wahnwitziger Versuch , die Tatze mal auf die ganze Gesellschaft zu legen und zu sagen , ich bringe sie auf eine einfache Formel ."
"22","1996-10-18","Gesprochene Sprache","Das Literarische Quartett vom 18. Oktober 1996","__speaker__136 __speaker__136 Und noch etwas geht vollkommen an Ihnen vorbei : nämlich die wirklich grandiose , fast geniale Übersetzung von dem Harry Rowohlt ."
"23","1996-06-13","Gesprochene Sprache","Das Literarische Quartett vom 13. Juni 1996","__speaker__135 Und ich glaube , Frau Löffler mag ganz anderer Ansicht sein , dass das ein grandioser Satz ist ."
"24","1995-12-14","Gesprochene Sprache","Das Literarische Quartett vom 14. Dezember 1995","__speaker__135 Warum konnte ein so grandioses Buch entstehen ?"
"25","1995-10-19","Gesprochene Sprache","Das Literarische Quartett vom 19. Oktober 1995","__speaker__137 __speaker__137 ist doch dabei , dass also beispielsweise dieses Buch einen grandiosen ersten Entwurf hat ."
"26","1995-07-24","Gesprochene Sprache","o.A., ""Knödel, bis man dran erstickt"", in: Der Spiegel 24.07.1995, S. 152-154","__speaker__433 __speaker__433 Die Kritiker bescheinigen dem vom Regisseur Paryla angeleiteten Schauspieler Paryla mitunter "" grandiose Schmiere "" . __speaker__509 Das hat Joachim Kaiser nach der Uraufführung des "" Kontrabaß "" geschrieben ."
"27","1994-02-24","Gesprochene Sprache","Das Literarische Quartett vom 24. Februar 1994","__speaker__137 Das ist eine grandiose Feststellung über einen Kampf eines 76-Jährigen gegen das Alter ."
"28","1992-11-19","Gesprochene Sprache","Das Literarische Quartett vom 19. November 1992","__speaker__136 Und das , was mir daran gefällt - wenn ich jetzt gleich mal eine Wertung anschließen kann - , ist der unglaubliche Mut und das Risiko , mit dem er diese verschiedenen Erzählstränge dann zum Schluss in ein grandioses Finale zu verweben versucht ."
"29","1992-10-08","Gesprochene Sprache","Das Literarische Quartett vom 8. Oktober 1992","__speaker__137 __speaker__137 Darf ich Updike in einem Beispiel anführen , um diese Erbärmlichkeit doch noch . . . die aber gleichzeitig eine grandiose Steigerung ist ?"
"30","1992-08-13","Gesprochene Sprache","Das Literarische Quartett vom 13. August 1992","__speaker__135 Er hat seine Laufbahn mit dem Roman Jakob der Lügner begonnen , das war nicht ein Erfolg , sondern ein Welterfolg , und ein berechtigter Welterfolg , ein grandioses Buch. Und er hat eine zweite Sache geleistet , die ich - und bitte ertragt es mit Würde und Ruhe - für sehr wichtig halte ."
"31","1991-10-10","Gesprochene Sprache","Das Literarische Quartett vom 10. Oktober 1991","__speaker__137 Wenn er jetzt ein wirklich böses oder glänzendes oder grandioses Buch __speaker__135 Nein , das ist es nicht ."
"32","1991-07-18","Gesprochene Sprache","Das Literarische Quartett vom 18. Juli 1991","__speaker__135 Das sind essayistische , grandiose , hervorragende Darstellungen bei Jean Améry und bei Primo Levi ."
"33","1991-05-06","Gesprochene Sprache","Das Literarische Quartett vom 6. Mai 1991","__speaker__147 Nämlich von diesem grandiosen Max Frisch , der so wenig Chancen im Buch selbst hat ."
"34","1991-02-18","Gesprochene Sprache","Das Literarische Quartett vom 18. Februar 1991","__speaker__135 Und das ist hier ein grandioser Psychologe , und man soll nicht so tun , als sei Psychologie in Romanen , Erzählungen etwas Altmodisches ."
"35","1989-10-12","Gesprochene Sprache","Das Literarische Quartett vom 12. Oktober 1989","__speaker__135 Er hat Die Panne geschrieben , eine der besten deutschen Erzählungen nach 1945 , eine grandiose Erzählung ."
"36","1989-03-10","Gesprochene Sprache","Das Literarische Quartett vom 10. März 1989","__speaker__135 Da beschreibt einer in einem grandiosen Deutsch seine Unfähigkeit , zu arbeiten und auch zu schreiben ."
"37","1988-09-30","Gesprochene Sprache","Das Literarische Quartett vom 30. September 1988","__speaker__137 __speaker__137 Nun könnte er - also ich würde mir das mal vor- stellen , ich würde sagen , das könnte ein ganz grandioses Buch werden ."
"38","1967-11-03","Gesprochene Sprache","Ulbricht, Walter, Ansprache des Ersten Sekretärs des Zentralkomitees der SED und Vorsitzenden des Staatsrates der DDR auf der gemeinsamen Festsitzung des Plenums des Zentralkomitees der KPdSU, des Obersten Sowjets der UdSSR und des Obersten Sowjets der RSFSR anläßlich des 50. Jahrestages der Großen Sozialistischen Oktoberrevolution am 03.11.1967","__speaker__389 Vergleicht man das Damals mit dem Heute , so wird unwiderlegbar klar , daß nur dank des Sowjetsystems jene grandiose Entwicklung des Sowjetgesellschaft und ihrer Menschen möglich war , wie sie heute zum Beispiel in der führenden Stellung der Sowjetunion in der Astronautik zum Ausdruck kommt ."
"39","1941-12-17","Gesprochene Sprache","o.A., Tagung der Südosteuropa-Gesellschaft in Prag, 17.12.1941","__speaker__344 Ohne staatlichen Lenkungsapparat gibt es eben keine Wirtschaftslenkung und ohne den richtigen Einsatz der Rohstoffe und ohne die Notwendigkeit der Anordnungen in den Produktionsstuben oder in der Auftragsabteilung , ohne Fertigungskontrolle , planmäßige Arbeitsteilung , also ohne Erfassung und Steuerung von Produktion und Absatz , ohne Preiskontrolle , ohne Lenkung vom Kreditwesen , ohne alles dieses , wäre auch der grandiose Erfolg nicht eingetreten , der unsere Wirtschaft ?"
"40","1940-10-05","Gesprochene Sprache","o.A., Kundgebung in Warschau anlässlich der Eröffnung des Kriegswinterhilfswerks 1940/41 im Generalgouvernement, 05.10.1940","__speaker__220 Es ist ( dazwischen Beifall ) so , er hat die Bewegung aufgebaut , diese herrliche Nationalsozialistische Deutsche Arbeiterpartei , dieses grandiose politische Instrument , das ohne Vorbild und ohne jedes Beispiel in der Geschichte das kühnste Unternehmen weltanschaulichen Ringens darstellt , das jemals begonnen wurde ."
"41","1938-06-17","Gesprochene Sprache","o.A., Appell der Führerschaft anlässlich des Gautages der NSDAP Ostpreußen in Königsberg, 17.06.1938","__speaker__205 Es muss eine großzügigere Reform unseres Wirtschafts- und Soziallebens eintreten , wir müssen das grandiose Bauprogramm des Führers durchführen ."
"42","1937-09-05","Gesprochene Sprache","o.A., Schlussansprache von J. Goebbels anlässlich der 5. Jahrestagung der Auslandsorganisation der NSDAP im Hof des Stuttgarter Schlosses, 05.09.1937","__speaker__205 Diese Heimat , die Eure Urheimat ist , hat Euch angezogen ; und es war gar nicht verwunderlich , dass Euch die Tränen in die Augen traten , als Ihr über die deutsche Grenze fuhrt , deutsche Städte und Dörfer saht , die deutsche Sprache hörtet , deutsche Menschen zu Gesicht bekamt und in grandiosen Werken der Arbeit und im Aufbau sich in unserem so unromantischen zwanzigsten Jahrhundert doch wieder einmal die deutsche Volksseele offenbaren saht ."
"43","1935-09-11","Gesprochene Sprache","o.A., Grundsteinlegung zur Kongresshalle am Dutzendteich im Rahmen des Reichsparteitags der NSDAP in Nürnberg, 11.09.1935","__speaker__285 Es sollte nicht etwa nur ein Riescnbau geschaffen werden mit einem Fassungsvermögen von Zehntausenden von Menschen , sondern ein grandioses Bauwerk als architektonische Darstellung der Volkwerdung der deutschen Nation in ihrer tiefsten Geschlossenheit , dem nationalsozialistischen Deutschland ."
"44","1934-03-21","Gesprochene Sprache","o.A., Eröffnung der ""Frühjahrsarbeitsschlacht"" an der Baustelle Unterhaching der Reichsautobahn München - Salzburg, 21.03.1934","__speaker__205 Die ganze Nation aber verfolgt mit fiebrigem Interesse und heißer Anteilnahme des Herzens die einzelnen Etappen dieses grandiosen wirtschaftlichen Gesundungsprozesses und ist zu allen Stunden bereit , für seine zweckmäßige und endgültige Durchführung der Regierung jedes Vertrauen zu geben und jedes Opfer darzubringen ."
